;WKT;ID;CD_GEOCODI;TIPO;CD_GEOCODS;NM_SUBDIST;CD_GEOCODD;NM_DISTRIT;CD_GEOCODM;NM_MUNICIP;NM_MICRO;NM_MESO;ORIG_OGC_F
0;MULTIPOLYGON (((-48.9961110916429 -24.656439512274,-48.9960784912109 -24.6564407348633,-48.9959030151367 -24.6564464569092,-48.9956893920898 -24.6564559936523,-48.9955177307129 -24.6564540863037,-48.9953346252441 -24.6564617156982,-48.9951400756836 -24.6564693450928,-48.9949378967285 -24.6564712524414,-48.9947052001953 -24.6564807891846,-48.9944534301758 -24.6564979553223,-48.9942016601563 -24.656566619873,-48.993953704834 -24.6566715240479,-48.9937019348145 -24.6568050384521,-48.9934463500977 -24.6569557189941,-48.9931869506836 -24.6571254730225,-48.9929275512695 -24.6573009490967,-48.99267578125 -24.6574726104736,-48.9924697875977 -24.6576366424561,-48.9922523498535 -24.6578159332275,-48.9921073913574 -24.6579418182373,-48.9920234680176 -24.6580085754395,-48.9918632507324 -24.6581382751465,-48.9916381835938 -24.6583251953125,-48.9913864135742 -24.6585388183594,-48.9911270141602 -24.6587505340576,-48.9909133911133 -24.6589241027832,-48.990795135498 -24.6590442657471,-48.990665435791 -24.6592292785645,-48.9905700683594 -24.6594734191895,-48.9904708862305 -24.6597270965576,-48.9903297424316 -24.660099029541,-48.9902954101563 -24.6603775024414,-48.9903144836426 -24.6605701446533,-48.9903793334961 -24.6608581542969,-48.9904518127441 -24.6611747741699,-48.9905242919922 -24.6614894866943,-48.990608215332 -24.6618309020996,-48.9906806945801 -24.6621112823486,-48.9907379150391 -24.6623497009277,-48.9908065795898 -24.6626205444336,-48.9908714294434 -24.6628665924072,-48.9909172058105 -24.6631374359131,-48.990894317627 -24.6634407043457,-48.9908218383789 -24.6637535095215,-48.9907455444336 -24.6640510559082,-48.9906730651855 -24.6643714904785,-48.9905967712402 -24.6646919250488,-48.9905204772949 -24.6649799346924,-48.9904327392578 -24.6652183532715,-48.9903602600098 -24.6653537750244,-48.9901504516602 -24.6655941009521,-48.9899368286133 -24.665828704834,-48.9897308349609 -24.6660213470459,-48.9895133972168 -24.666202545166,-48.9893074035645 -24.6664047241211,-48.9891319274902 -24.6666564941406,-48.9888941528212 -24.6669128449556,-48.9889227672863 -24.6669398986317,-48.9889689649842 -24.6669316462993,-48.9893824864652 -24.6668577786204,-48.9898617281291 -24.6663878032856,-48.9905587004169 -24.6654791423356,-48.9906492822307 -24.6653944865601,-48.9925994052059 -24.6658659213479,-48.993175297791 -24.6637465523665,-48.9931455219391 -24.6629634345721,-48.9927763150855 -24.6607235531544,-48.9940704548897 -24.6596426152687,-48.9926355323546 -24.6580855070984,-48.9941306839258 -24.6570744561678,-48.9954447831111 -24.6571191031966,-48.9959022771766 -24.6570631774037,-48.9961110916429 -24.656439512274)));3840;410020205000001;URBANO;41002020500;;410020205;ADRIAN�POLIS;4100202;ADRIAN�POLIS;CERRO AZUL;METROPOLITANA DE CURITIBA;108
1;MULTIPOLYGON (((-48.9892718555172 -24.6587426658893,-48.9892676268993 -24.6588125155996,-48.9889438968688 -24.6641599541376,-48.9889421654353 -24.6641885543113,-48.9889087063268 -24.664741238731,-48.9885193778884 -24.665172494942,-48.988452504778 -24.6652465697883,-48.9883441800031 -24.6653661951682,-48.9878587960227 -24.6659022151424,-48.9881127033764 -24.6661424740397,-48.9881032318225 -24.6661650651023,-48.9888941528212 -24.6669128449556,-48.9891319274902 -24.6666564941406,-48.9893074035645 -24.6664047241211,-48.9895133972168 -24.666202545166,-48.9897308349609 -24.6660213470459,-48.9899368286133 -24.665828704834,-48.9901504516602 -24.6655941009521,-48.9903602600098 -24.6653537750244,-48.9904327392578 -24.6652183532715,-48.9905204772949 -24.6649799346924,-48.9905967712402 -24.6646919250488,-48.9906730651855 -24.6643714904785,-48.9907455444336 -24.6640510559082,-48.9908218383789 -24.6637535095215,-48.990894317627 -24.6634407043457,-48.9909172058105 -24.6631374359131,-48.9908714294434 -24.6628665924072,-48.9908065795898 -24.6626205444336,-48.9907379150391 -24.6623497009277,-48.9906806945801 -24.6621112823486,-48.990608215332 -24.6618309020996,-48.9905242919922 -24.6614894866943,-48.9904518127441 -24.6611747741699,-48.9903793334961 -24.6608581542969,-48.9903144836426 -24.6605701446533,-48.9902954101563 -24.6603775024414,-48.9903297424316 -24.660099029541,-48.9904708862305 -24.6597270965576,-48.9905700683594 -24.6594734191895,-48.990665435791 -24.6592292785645,-48.990795135498 -24.6590442657471,-48.9909133911133 -24.6589241027832,-48.9911270141602 -24.6587505340576,-48.9913864135742 -24.6585388183594,-48.9916381835938 -24.6583251953125,-48.9918632507324 -24.6581382751465,-48.9920234680176 -24.6580085754395,-48.9921073913574 -24.6579418182373,-48.9922523498535 -24.6578159332275,-48.9924697875977 -24.6576366424561,-48.99267578125 -24.6574726104736,-48.9929275512695 -24.6573009490967,-48.9931869506836 -24.6571254730225,-48.9934463500977 -24.6569557189941,-48.9937019348145 -24.6568050384521,-48.993953704834 -24.6566715240479,-48.9942016601563 -24.656566619873,-48.9944534301758 -24.6564979553223,-48.9947052001953 -24.6564807891846,-48.9949378967285 -24.6564712524414,-48.9951400756836 -24.6564693450928,-48.9953346252441 -24.6564617156982,-48.9955177307129 -24.6564540863037,-48.9956893920898 -24.6564559936523,-48.9959030151367 -24.6564464569092,-48.9960784912109 -24.6564407348633,-48.9961110916429 -24.656439512274,-48.9961480630779 -24.6563425285726,-48.9961654089752 -24.6562970267055,-48.9961261600764 -24.6552961797868,-48.9946964957478 -24.6552817105137,-48.9909288298173 -24.6552438785551,-48.9895610691768 -24.6564946451229,-48.9893989753801 -24.6566428739107,-48.9893925718619 -24.6567486485378,-48.9892718555172 -24.6587426658893)));3841;410020205000002;URBANO;41002020500;;410020205;ADRIAN�POLIS;4100202;ADRIAN�POLIS;CERRO AZUL;METROPOLITANA DE CURITIBA;109
2;MULTIPOLYGON (((-48.9836386036646 -24.6717559995292,-48.9836358101574 -24.6716905780802,-48.9835902968111 -24.6706246960828,-48.9825840967231 -24.6708878557615,-48.9813792859034 -24.6705131904845,-48.9828489956759 -24.6682136577412,-48.981947107123 -24.6680151544032,-48.9804755163341 -24.6675283162098,-48.9800324793018 -24.6671582850628,-48.9779798802898 -24.6680187766042,-48.9783950073029 -24.6687654990236,-48.9785852208921 -24.6695413913156,-48.9781560038228 -24.6705551464569,-48.9775831479085 -24.6709618120905,-48.9771700472086 -24.6711357206028,-48.9759875976347 -24.6686262116197,-48.9750985038458 -24.6680039794302,-48.9751226425978 -24.6680462350831,-48.9754550978578 -24.6700825858327,-48.9749268051989 -24.6716669818349,-48.9732918041705 -24.6725228493446,-48.968494514038 -24.6732938068275,-48.96551051299 -24.6727591539021,-48.9632894271704 -24.6732152990545,-48.9622020701619 -24.6741685899909,-48.9621251550969 -24.6758328511754,-48.9611037636143 -24.6780365830846,-48.9626749178192 -24.6786429230916,-48.9643067505614 -24.6789417864812,-48.9651835805124 -24.679185305181,-48.9656341893052 -24.6793734779874,-48.9657316268477 -24.6794620284248,-48.965780379437 -24.6797055387964,-48.9657317767062 -24.6803364529163,-48.9656491519179 -24.6807050970173,-48.9656491945069 -24.6809928780045,-48.9659049647348 -24.6812695900886,-48.9662824837487 -24.6813581382562,-48.9668791677181 -24.6812031794429,-48.9673662733386 -24.681158904339,-48.9675596285162 -24.6812386818526,-48.9676570813726 -24.6814489823003,-48.9674501408919 -24.6819359891925,-48.9672797186158 -24.6823344489332,-48.9672554479785 -24.6828767983239,-48.9674381443569 -24.6830981664565,-48.967742592827 -24.683175646399,-48.9685950410009 -24.6833527446622,-48.9687533771791 -24.6834246982942,-48.9692483436004 -24.6835316791116,-48.9689387844968 -24.6841480917732,-48.9692917799956 -24.6846146436275,-48.9702012826772 -24.6843478589512,-48.9717630384156 -24.6847034928439,-48.9741006582765 -24.6844519492269,-48.9748734153278 -24.6848073294502,-48.9757548795898 -24.686566636756,-48.9755147607685 -24.6873501776366,-48.9760653519449 -24.6883627213948,-48.9760145017711 -24.6894803666895,-48.9756216442453 -24.6897094950627,-48.9744793155449 -24.6894705521862,-48.9736122483291 -24.6902304567969,-48.9724838839633 -24.6895705246323,-48.9714488430694 -24.6882869458632,-48.9707958228814 -24.6881255543638,-48.970269567424 -24.6884015411689,-48.9700051969604 -24.6889267120673,-48.9703522700425 -24.6901305845875,-48.9698314379202 -24.690713824102,-48.9700919694273 -24.6924956355408,-48.9699802126263 -24.6928647129525,-48.9689722095223 -24.6937099260035,-48.968610179304 -24.6946217489884,-48.9661851505254 -24.696252538205,-48.9646212086061 -24.6964388620817,-48.9640692542896 -24.6961979716221,-48.9636308351376 -24.6964768677371,-48.9631084442229 -24.697882185313,-48.9635228619309 -24.6993764833781,-48.9621767281751 -24.7001193722366,-48.9619501557984 -24.7027952886941,-48.9613997589808 -24.7048444169431,-48.9607811126813 -24.7056431588919,-48.9584302103106 -24.7059678386238,-48.9576649165499 -24.706577048862,-48.9563912944349 -24.708288536354,-48.9563625338101 -24.7087558314506,-48.9567007280522 -24.7091237647984,-48.9564733360099 -24.7094160088487,-48.9548565169688 -24.7093888195295,-48.9548556926123 -24.7105108110734,-48.955546872688 -24.7127411053601,-48.9550735877185 -24.7131709817188,-48.9544160474522 -24.7133146223939,-48.9535207257295 -24.7139581637115,-48.9526843064495 -24.7140984971178,-48.9528629881627 -24.7147915694184,-48.9522325863518 -24.7155601522685,-48.9522017308583 -24.7160787021942,-48.9524176156089 -24.7164875665913,-48.9531325515452 -24.7165637824566,-48.9533514688256 -24.7167998526203,-48.9525834124078 -24.7178906973705,-48.9531559977503 -24.7188950506083,-48.9525319269938 -24.7206805030254,-48.9518160326432 -24.7216055984457,-48.9501586689608 -24.7230654920864,-48.9497032492067 -24.7240299357313,-48.9498542564587 -24.7246977685084,-48.9487047498707 -24.7246051354325,-48.9479819566142 -24.7249662674776,-48.9469699073818 -24.7249718892487,-48.9461713311669 -24.725860853293,-48.9460572760307 -24.7267232904597,-48.9463460980719 -24.7281395598371,-48.9468329591423 -24.7285980605262,-48.9477810605024 -24.7284381121285,-48.94806110659 -24.7286303199545,-48.9484185248358 -24.7291835217798,-48.9483332546404 -24.7299703874533,-48.9487999793688 -24.7306578322646,-48.9492741596561 -24.7309168928187,-48.9495443295479 -24.730717953779,-48.9493656793156 -24.7297556314407,-48.9497073737565 -24.729231315054,-48.9505394923856 -24.7290044196883,-48.9523745080754 -24.7292677368884,-48.9525637321888 -24.7282088036154,-48.9540070732374 -24.7276890291424,-48.9542718976156 -24.7281355559862,-48.9540419441241 -24.7295416183625,-48.9545078380559 -24.7302992600257,-48.9541828678318 -24.7307773248854,-48.9543550524777 -24.7311667139537,-48.9535942210836 -24.7321497364444,-48.9527538944567 -24.7325546691295,-48.9527466060438 -24.7336638335779,-48.9519861732149 -24.7339273632969,-48.9515996201618 -24.7344600835801,-48.9513576766771 -24.7363565024705,-48.9516764957722 -24.7369354196127,-48.9515675772508 -24.737451346768,-48.9501962617468 -24.7383877279358,-48.94997482929 -24.7396544855678,-48.9490757239088 -24.7403122541402,-48.9487055219822 -24.7408311044049,-48.9475050400522 -24.743506636249,-48.946772483332 -24.7444473346681,-48.946980651324 -24.7450225414443,-48.9463496198715 -24.7455326139738,-48.9452711915614 -24.7458781567009,-48.9451299957411 -24.7463839843672,-48.9454407346396 -24.7470887106263,-48.9448143029076 -24.747655659949,-48.9444508245542 -24.7484466677524,-48.9437673054439 -24.7487622563102,-48.9433161462541 -24.7495440067369,-48.9428184001619 -24.749693847902,-48.9428654403878 -24.7501924985566,-48.9422573388675 -24.7510139872035,-48.9408301031459 -24.7512991247312,-48.9404496458839 -24.7521174616317,-48.9401476782524 -24.7522450682937,-48.9400693542673 -24.7536138657488,-48.9395448053083 -24.755081096497,-48.9387921283011 -24.7555879306061,-48.9388252220756 -24.756259003321,-48.9382334543447 -24.7566280769338,-48.9377242035495 -24.7582047703855,-48.9372901866575 -24.7588303875957,-48.9378888482995 -24.7590225508649,-48.9379923032531 -24.7608594144727,-48.9372942798454 -24.7612375077828,-48.9372351223099 -24.762133292409,-48.9367592145123 -24.7625963084673,-48.9368162933949 -24.7631880460995,-48.9364307252809 -24.763570360683,-48.9358740777153 -24.7648266741431,-48.935843431999 -24.7653371126719,-48.9350663507512 -24.7663446615721,-48.9338150939585 -24.7691821891447,-48.9321007174356 -24.7703417958264,-48.9294236126853 -24.7715490212052,-48.9270340179997 -24.7729838179617,-48.9263497678535 -24.7738710781016,-48.9257894634178 -24.7740475495564,-48.9257146724571 -24.7744745461566,-48.9241643906892 -24.7766048892174,-48.9237561068998 -24.7780759582868,-48.9240620342485 -24.7799160493431,-48.9239416550309 -24.7804657671172,-48.9241311859168 -24.7824667092665,-48.9247302599301 -24.7826994715039,-48.925426432265 -24.7824438577738,-48.9266043926802 -24.7827736178081,-48.9274276157627 -24.782848257687,-48.928127494032 -24.7823073068082,-48.9299681571052 -24.7817211341585,-48.9314116758307 -24.7808027628944,-48.9318886373828 -24.7803407112601,-48.9325218827737 -24.7784944994342,-48.9329055043057 -24.7782346012812,-48.9346144494169 -24.7787677115333,-48.935408745492 -24.7793095774344,-48.9360866461491 -24.7788695953337,-48.9364645954952 -24.7788949476905,-48.9373920839102 -24.7795196374327,-48.9381626350914 -24.7787964163756,-48.9398643904556 -24.7784116376203,-48.9413705050322 -24.7778005297007,-48.9433076467056 -24.7780512763272,-48.94430162773 -24.7786961758611,-48.9461510549225 -24.7788655925182,-48.9477365493601 -24.7787847756477,-48.9486627670032 -24.7781252620124,-48.9495853759517 -24.7762616644435,-48.9501087479956 -24.7756777379201,-48.9502788030014 -24.7748027762707,-48.9508087658261 -24.7738120455559,-48.9523416833888 -24.7728541247862,-48.9540548139093 -24.7704515436807,-48.9549803131318 -24.7698315766915,-48.9811957135674 -24.7695959531733,-48.9812057477253 -24.7684139070076,-48.9814645279735 -24.7675409456061,-48.9823931135892 -24.7667173756331,-48.9834964006795 -24.7661004492943,-48.9845035512967 -24.7659296639911,-48.9853271191031 -24.7660427110869,-48.9857024205476 -24.7663542139476,-48.985624602537 -24.7669846838009,-48.9861812505194 -24.7684197896941,-48.9865484133474 -24.7691794807391,-48.9870592212124 -24.7693694316009,-48.9873848192172 -24.7698836920798,-48.9887339705099 -24.7706563397987,-48.9899997280209 -24.771018256811,-48.9907833465921 -24.7708462798941,-48.99174161001 -24.7695544621916,-48.9948270952905 -24.76641540868,-48.9965188869454 -24.7652839720652,-48.9992489046259 -24.7639205217915,-48.9997412084656 -24.7631417373272,-49.0003905781268 -24.7601744713365,-48.9997931304509 -24.7592594543966,-48.9998311697311 -24.7589032076716,-48.9994194121109 -24.7581438593184,-48.9993999475137 -24.7572976084914,-48.9985110276453 -24.756644849226,-48.9967790986515 -24.7562170660783,-48.9960333251458 -24.7547099532052,-48.9951950083984 -24.7541282049195,-48.9936428033406 -24.7543007276517,-48.993102581458 -24.7539576357606,-48.9927857610713 -24.7534959128746,-48.9925736382055 -24.7514131231024,-48.9922791385557 -24.7510115788823,-48.9904412829725 -24.7508341538828,-48.9898032651734 -24.750315792169,-48.9896187518749 -24.7492947462825,-48.9899027810393 -24.7483811751179,-48.9891854546113 -24.7473504704734,-48.9889107690915 -24.7464317799973,-48.989478834003 -24.7442840513264,-48.9894265313013 -24.7433700737754,-48.988651474697 -24.7420780944301,-48.9881451183414 -24.7397369541007,-48.9883852475879 -24.7386598258042,-48.9890156520908 -24.7376182192348,-48.9890487609656 -24.7369664408053,-48.9883324572055 -24.7364778916888,-48.9868262088238 -24.7364474830805,-48.9866325637331 -24.73533428062,-48.9863287637587 -24.7348207564523,-48.9859373706849 -24.7348869499556,-48.9848664664838 -24.7356166757356,-48.9844038958704 -24.735263548382,-48.9849582040356 -24.7340483226696,-48.9872994037376 -24.7320317757579,-48.988022528254 -24.7300846301776,-48.9881952264976 -24.7289863410736,-48.9889470887648 -24.7279974050428,-48.9907169228826 -24.7274710285963,-48.9921131249367 -24.7259524106693,-48.9934982523071 -24.7251034020997,-48.993931888417 -24.7245009733615,-48.9954479526891 -24.7244802893979,-48.9962767252275 -24.7242350046834,-48.9975369020517 -24.7233682877291,-48.9990914758929 -24.723052569724,-49.0002150009522 -24.7217940514591,-49.0010335673172 -24.7211854809903,-49.0011376566669 -24.7205126363503,-49.0018812554263 -24.7193306263711,-49.0014326702549 -24.7181837424056,-49.0005584313213 -24.7170713406662,-49.0005527074838 -24.7166956261468,-49.0016467668276 -24.7165662849798,-49.0033820689764 -24.7167734261217,-49.005572002732 -24.7163949819881,-49.0060271871414 -24.7151277215611,-49.007521872406 -24.7136599179194,-49.0080811663751 -24.7121376460316,-49.0094139701352 -24.7108337473384,-49.0100420935007 -24.7098153510697,-49.0103148786162 -24.7087302337147,-49.0095077735473 -24.7065556627672,-49.0095699111115 -24.7061389696495,-49.0098095268133 -24.7057848968107,-49.0111693792391 -24.7050393076853,-49.0116123231648 -24.7045460832933,-49.011835732253 -24.7038051336338,-49.0119233171759 -24.7025031422548,-49.0116995136474 -24.7018176109513,-49.0111621887444 -24.7013315142695,-49.0096090669057 -24.7008018295856,-49.0091584596904 -24.7003978508402,-49.0082579127776 -24.6989298128427,-49.0063517822918 -24.6982524091524,-49.0055692065187 -24.6977428504231,-49.0038243944072 -24.6953561409496,-49.0037470862674 -24.6937776274789,-49.0033966466224 -24.6934661151417,-49.0010722137175 -24.6932619643685,-49.0005074007406 -24.6930198728635,-49.0001608746952 -24.6923635781068,-48.9975063803675 -24.6911668284381,-48.9971546429254 -24.6894306139951,-48.9956847729546 -24.6887279735529,-48.9951913593621 -24.6882838180292,-48.9940706967438 -24.6858241262676,-48.9937984690204 -24.6847209277875,-48.9930322542215 -24.6838552538791,-48.9925355404717 -24.6835928908059,-48.9912887276898 -24.6834946884711,-48.989931219103 -24.6819888677567,-48.9895406171023 -24.6799667911661,-48.9886621380981 -24.6791405923694,-48.988410472717 -24.6774761463947,-48.9860513560917 -24.675234560376,-48.9852765589863 -24.6742154856983,-48.9849103017351 -24.6734783308231,-48.9835387820957 -24.6731814052582,-48.983639309736 -24.6717725350916,-48.9836386036646 -24.6717559995292)));3842;410020205000003;RURAL;41002020500;;410020205;ADRIAN�POLIS;4100202;ADRIAN�POLIS;CERRO AZUL;METROPOLITANA DE CURITIBA;110
